Designator,Mid X,Mid Y,Rotation,Layer
D2,-4.45,109.4,0.0,top
D3,-1.35,42.4,0.0,top
R1,2.55,45.7,0.0,top
R2,-2.5,60.75,270.0,top
R3,-0.25,71.85,180.0,top
R4,7.45,41.525,270.0,top
